,msrp,year,canonical_mmty,model,local_zone,interior_color,aff_code,price,price_badge,trim,drivetrain,dealer_name,dealer_zip,mileage,make,bodystyle,cat,vin,canonical_mmt,fuel_type,stock_type,exterior_color,page_channel
1486,,2018,BMW:540:i xDrive:2018,540,,Black,national,29699,,i xDrive,All-wheel Drive,Phillips Chevrolet,60423,47846,BMW,Sedan,luxurypassenger_plus,WBAJE7C55JG891849,BMW:540:i xDrive,Gasoline,Used,Jet Black,shopping
1487,0,2024,Chevrolet:Trax:FWD 1RS:2024,Trax,,Jet Black/Gray w/Red Accents,national,23200,,FWD 1RS,Front-wheel Drive,Jerry Haggerty Chevrolet,60137,21896,Chevrolet,SUV,crossover_compact,KL77LGE29RC008535,Chevrolet:Trax:FWD 1RS,Gasoline,Used,Crimson Metallic,shopping
1488,0,2017,Chevrolet:Malibu:Premier:2017,Malibu,,Jet Black,national,18993,,Premier,Front-wheel Drive,Luxury Motors Credit,60455,57142,Chevrolet,Sedan,sedan_midsize,1G1ZH5SX8HF262390,Chevrolet:Malibu:Premier,Gasoline,Used,Pewter,shopping
1489,,2020,GMC:Terrain:SLT:2020,Terrain,,Gray,national,21095,,SLT,All-wheel Drive,DriveTime of South Chicago,60445,87514,GMC,SUV,crossover_midsize,3GKALVEV1LL119474,GMC:Terrain:SLT,Gasoline,Used,Silver,shopping
1490,40285,2024,Dodge:Hornet:GT AWD:2024,Hornet,,Black,national,35710,,GT AWD,All-wheel Drive,Castle Chrysler Dodge Jeep Ram of Naperville,60540,10,Dodge,SUV,hybrid_suv,ZACNDFAN9R3A37361,Dodge:Hornet:GT AWD,Gasoline,New,Q Ball,shopping
1491,43490,2024,Dodge:Hornet:R/T:2024,Hornet,,Black,national,35940,,R/T,All-wheel Drive,Chrysler Dodge Jeep Ram of Chicago,60659,29,Dodge,SUV,hybrid_suv,ZACPDFCW0R3A14551,Dodge:Hornet:R/T,Hybrid,New,Gray,shopping
1492,,2012,Honda:Odyssey:Touring:2012,Odyssey,,Truffle,national,10490,,Touring,Front-wheel Drive,Ed Napleton Acura Kia,60126,144275,Honda,Passenger Van,van_mini,5FNRL5H98CB054473,Honda:Odyssey:Touring,Gasoline,Used,Smoky Topaz Metallic,shopping
1493,60800,2021,Audi:Q7:55 Premium Plus:2021,Q7,,Metro Gray,national,34995,,55 Premium Plus,All-wheel Drive,Baha Auto Sales,60639,61693,Audi,SUV,luxurysuv_crossover,WA1LXAF70MD019434,Audi:Q7:55 Premium Plus,Gasoline,Used,Orca Black Metallic,shopping
1494,0,2020,Honda:Odyssey:EX-L w/Navigation/RES:2020,Odyssey,,Beige,national,28499,,EX-L w/Navigation/RES,Front-wheel Drive,I-80 Auto Sales,60429,63056,Honda,Passenger Van,van_mini,5FNRL6H76LB068571,Honda:Odyssey:EX-L w/Navigation/RES,Gasoline,Used,Obsidian Blue Pearl,shopping
1495,68982,2024,Mercedes-Benz:Sprinter 3500XD:Standard Roof:2024,Sprinter 3500XD,,,national,68982,,Standard Roof,RWD,Mercedes-Benz of Chicago,60642,5,Mercedes-Benz,Cargo Van,van_fullsize,W1Y8NB3Y2RT169574,Mercedes-Benz:Sprinter 3500XD:Standard Roof,Diesel,New,Jet Black,shopping
1496,84072,2024,Cadillac:LYRIQ:Sport w/1SK:2024,LYRIQ,,Juniper With Sky Gray Accents,national,84072,,Sport w/1SK,Rear-wheel Drive,Cadillac of Naperville,60540,2,Cadillac,SUV,ev_luxurysuv_suv,1GYKPWRL2RZ122592,Cadillac:LYRIQ:Sport w/1SK,Electric,New,Argent Silver Metallic,shopping
1497,43490,2024,Dodge:Hornet:R/T EAWD:2024,Hornet,,Black,national,37997,,R/T EAWD,All-wheel Drive,Napleton&#39;s Arlington Heights Chrysler Dodge Jeep RAM,60004,10,Dodge,,hybrid_suv,ZACPDFCW3R3A16990,Dodge:Hornet:R/T EAWD,Gasoline,New,Hot Tamale,shopping
1498,79727,2024,Cadillac:LYRIQ:Luxury w/1SE:2024,LYRIQ,,Noir With Santorini Blue Accents,national,79727,,Luxury w/1SE,Rear-wheel Drive,Cadillac of Naperville,60540,3,Cadillac,SUV,ev_luxurysuv_suv,1GYKPSRL6RZ122779,Cadillac:LYRIQ:Luxury w/1SE,Electric,New,Radiant Red Tintcoat,shopping
1499,44210,2024,Kia:Telluride:EX:2024,Telluride,,Gray,national,43960,,EX,Front-wheel Drive,Napleton River Oaks Hyundai Kia,60409,3,Kia,SUV,suv_midsize,5XYP34GC2RG513156,Kia:Telluride:EX,Gasoline,New,Gravity Gray,shopping
1500,0,2019,Chevrolet:Equinox:1LT:2019,Equinox,,Jet Black,national,18590,,1LT,Front-wheel Drive,McGrath Acura of Chicago,60642,62540,Chevrolet,SUV,crossover_midsize,2GNAXLEX4K6106024,Chevrolet:Equinox:1LT,Gasoline,Used,Iridescent Pearl Tricoat,shopping
1501,77647,2024,Cadillac:LYRIQ:Sport w/1SJ:2024,LYRIQ,,Sky Gray With Santorini Blue Accents,national,77647,,Sport w/1SJ,Rear-wheel Drive,Cadillac of Naperville,60540,31,Cadillac,SUV,ev_luxurysuv_suv,1GYKPVRL1RZ121444,Cadillac:LYRIQ:Sport w/1SJ,Electric,New,Radiant Red Tintcoat,shopping
1502,69582,2024,Cadillac:LYRIQ:Sport w/1SF:2024,LYRIQ,,Noir With Santorini Blue Accents,national,69582,,Sport w/1SF,Rear-wheel Drive,Cadillac of Naperville,60540,12,Cadillac,SUV,ev_luxurysuv_suv,1GYKPTRLXRZ117865,Cadillac:LYRIQ:Sport w/1SF,Electric,New,Stellar Black Metallic,shopping
1503,,2024,Mercedes-Benz:Sprinter 3500XD:High Roof:2024,Sprinter 3500XD,,Black,national,218999,,High Roof,,Mercedes-Benz of Hoffman Estates,60169,358,Mercedes-Benz,Cargo Van,van_fullsize,W1X8ND6Y9RT159538,Mercedes-Benz:Sprinter 3500XD:High Roof,Diesel,Used,Jet Black,shopping
1504,,2011,Chevrolet:Equinox:2LT:2011,Equinox,,,national,9995,,2LT,Front-wheel Drive,Affinity Auto Sales,60185,81659,Chevrolet,SUV,crossover_midsize,2CNALPEC4B6201526,Chevrolet:Equinox:2LT,Gasoline,Used,Maroon,shopping
1505,50965,2024,Cadillac:XT4:Premium Luxury:2024,XT4,,Black,national,50215,,Premium Luxury,All-wheel Drive,Arnie Bauer Cadillac,60443,3,Cadillac,SUV,luxurysuv_crossover,1GYFZDR47RF175671,Cadillac:XT4:Premium Luxury,Gasoline,New,Silver Metallic,shopping
1506,31135,2024,Kia:Sportage:EX:2024,Sportage,,Black,national,29743,,EX,Front-wheel Drive,Napleton River Oaks Hyundai Kia,60409,11,Kia,SUV,crossover_compact,5XYK33DF9RG196804,Kia:Sportage:EX,Gasoline,New,Glacial White Pearl,shopping
1507,0,2001,BMW:530:i:2001,530,,Black,national,4950,,i,Rear-wheel Drive,Zone Motors,60101,154416,BMW,Sedan,luxurypassenger_plus,WBADT63481CF10705,BMW:530:i,Gasoline,Used,Orient Blue Metallic,shopping
1508,55290,2024,Alfa Romeo:Tonale:Veloce:2024,Tonale,,Black,national,43934,,Veloce,All-wheel Drive,Joe Rizza Maserati Alfa Romeo,60462,247,Alfa Romeo,SUV,hybrid_suv,ZASPATDW3R3036521,Alfa Romeo:Tonale:Veloce,Hybrid,New,Rosso,shopping
1509,0,2019,Ford:EcoSport:Titanium:2019,EcoSport,,EBONY BLACK LTHR-TRIM SEATS,national,18650,,Titanium,Four-wheel Drive,Garber Chevrolet Highland,46322,27158,Ford,SUV,crossover_compact,MAJ6S3KL2KC283523,Ford:EcoSport:Titanium,Gasoline,Used,SMOKE METALLIC,shopping
1510,24635,2024,Nissan:Sentra:SV:2024,Sentra,,Charcoal,national,23597,,SV,Front-wheel Drive,Zeigler Nissan of Orland Park,60462,10,Nissan,Sedan,sedan_compact,3N1AB8CV6RY303651,Nissan:Sentra:SV,Gasoline,New,Atlantic Gray M,shopping
1511,0,2019,Kia:Optima:LX:2019,Optima,,Black,national,16691,,LX,Front-wheel Drive,Zeigler Buick GMC of Lincolnwood,60712,26506,Kia,Sedan,sedan_midsize,5XXGT4L31KG344098,Kia:Optima:LX,Gasoline,Used,Snow White Pearl,shopping
1512,26760,2024,Nissan:Sentra:SV:2024,Sentra,,,national,25497,,SV,Front-wheel Drive,Zeigler Nissan of Orland Park,60462,4,Nissan,Sedan,sedan_compact,3N1AB8CVXRY313664,Nissan:Sentra:SV,Gasoline,New,Gun Metallic,shopping
1513,0,2022,Kia:Sportage:S:2022,Sportage,,Black,national,15600,,S,Front-wheel Drive,All In Auto,60074,57397,Kia,SUV,crossover_compact,KNDPM3ACXN7987105,Kia:Sportage:S,Gasoline,Used,Black Cherry,shopping
1514,0,2018,Mercedes-Benz:GLA 250:Base 4MATIC:2018,GLA 250,,Nut Brown,national,21895,,Base 4MATIC,All-wheel Drive,Fair Oaks Ford,60540,41134,Mercedes-Benz,SUV,luxurysuv_crossover,WDCTG4GB6JJ434646,Mercedes-Benz:GLA 250:Base 4MATIC,Gasoline,Used,Cavansite Blue Metallic,shopping
1515,,2023,Ford:Edge:Titanium:2023,Edge,,Ebony,national,35901,,Titanium,All-wheel Drive,Audi Westmont,60559,4167,Ford,SUV,crossover_midsize,2FMPK4K99PBA48287,Ford:Edge:Titanium,Gasoline,Used,Carbonized Gray Metallic,shopping
1516,17888,2020,Chevrolet:Trax:LT:2020,Trax,,Jet Black,national,17888,,LT,Front-wheel Drive,Chevrolet of Homewood,60430,33405,Chevrolet,SUV,crossover_compact,3GNCJLSB3LL208978,Chevrolet:Trax:LT,Gasoline,Used,Summit White,shopping
1517,14985,2013,BMW:535:i xDrive:2013,535,,Black,national,14985,,i xDrive,All-wheel Drive,Luxury Auto Selection,60630,95517,BMW,Sedan,luxurypassenger_plus,WBAFU7C57DDU76062,BMW:535:i xDrive,Gasoline,Used,Carbon Black Metallic,shopping
1518,,2017,Jeep:Renegade:Limited:2017,Renegade,,Ski Gray,national,16600,,Limited,Four-wheel Drive,Webb Ford,46322,63456,Jeep,SUV,crossover_compact,ZACCJBDB6HPF12949,Jeep:Renegade:Limited,Gasoline,Used,Alpine White,shopping
1519,0,2013,Ford:Edge:Limited:2013,Edge,,Medium Light Stone,national,22985,,Limited,Front-wheel Drive,CollegeCarsChicago.com,60448,49820,Ford,SUV,crossover_midsize,2FMDK3KC5DBC64299,Ford:Edge:Limited,Gasoline,Used,Ingot Silver Metallic,shopping
1520,50085,2024,Dodge:Hornet:R/T Plus:2024,Hornet,,Black,national,49625,,R/T Plus,All-wheel Drive,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,60515,17,Dodge,SUV,hybrid_suv,ZACPDFDW3R3A23596,Dodge:Hornet:R/T Plus,Hybrid,New,Gray,shopping
1521,56425,2023,Chrysler:Pacifica Hybrid:Touring L:2023,Pacifica Hybrid,,Black,national,51827,,Touring L,Front-wheel Drive,South Oak Dodge Chrysler Jeep RAM,60443,5250,Chrysler,Passenger Van,hybrid_suv,2C4RC1L74PR604437,Chrysler:Pacifica Hybrid:Touring L,Hybrid,New,Velvet Red Pearlcoat,shopping
1522,126350,2024,Mercedes-Benz:AMG EQE:Base:2024,AMG EQE,,Black,national,126350,,Base,AWD,Mercedes-Benz of Chicago,60642,5,Mercedes-Benz,SUV,ev_luxurypassenger_plus,4JGGM5DBXRA016978,Mercedes-Benz:AMG EQE:Base,Electric,New,Alpine Gray,shopping
1523,0,2015,Ford:Edge:SEL:2015,Edge,,Black,national,13491,,SEL,All-wheel Drive,All In Auto,60074,110760,Ford,SUV,crossover_midsize,2FMTK4J84FBC16441,Ford:Edge:SEL,Gasoline,Used,Gray,shopping
1524,,2023,Nissan:Versa:1.6 SV:2023,Versa,,Graphite,national,18391,,1.6 SV,Front-wheel Drive,Laurel BMW of Westmont,60559,12722,Nissan,Sedan,sedan_compact,3N1CN8EV6PL851107,Nissan:Versa:1.6 SV,Gasoline,Used,Gun Metallic,shopping
1525,52690,2024,Chevrolet:Blazer EV:2LT:2024,Blazer EV,,Black,national,45190,,2LT,All-wheel Drive,Advantage Chevrolet of Bolingbrook,60440,8,Chevrolet,SUV,ev_crossover_midsize,3GNKDBRJ3RS214336,Chevrolet:Blazer EV:2LT,Electric,New,Iridescent Pearl Tricoat,shopping
1526,51695,2024,Chevrolet:Blazer EV:2LT:2024,Blazer EV,,Black,national,44195,,2LT,All-wheel Drive,Advantage Chevrolet,60525,10,Chevrolet,SUV,ev_crossover_midsize,3GNKDBRJ9RS183979,Chevrolet:Blazer EV:2LT,Electric,New,Rip Tide Blue,shopping
1527,0,2021,Jaguar:F-PACE:S P250 AWD Automatic:2021,F-PACE,,Ebony/Ebony/Ebony,national,38975,,S P250 AWD Automatic,All-wheel Drive,Arlington Heights Buick GMC,60004,31069,Jaguar,SUV,luxurysuv_crossover,SADCJ2EX2MA685201,Jaguar:F-PACE:S P250 AWD Automatic,Gasoline,Used,Ultra Blue Metallic,shopping
1528,0,2022,Volkswagen:Jetta:1.4T SE:2022,Jetta,,Titan Black,national,18980,,1.4T SE,Front-wheel Drive,Driven Auto of Oak Forest,60452,53868,Volkswagen,Sedan,sedan_compact,3VW7M7BU9NM000625,Volkswagen:Jetta:1.4T SE,Gasoline,Used,Deep Black Pearl,shopping
1529,50085,2024,Dodge:Hornet:R/T Plus:2024,Hornet,,Black,national,39568,,R/T Plus,All-wheel Drive,South Oak Dodge Chrysler Jeep RAM,60443,19,Dodge,SUV,hybrid_suv,ZACPDFDW3R3A09133,Dodge:Hornet:R/T Plus,Hybrid,New,Gray,shopping
1530,0,2015,Ford:Edge:SEL:2015,Edge,,Ebony,national,13945,,SEL,Front-wheel Drive,Top Gear Motors,60101,100659,Ford,SUV,crossover_midsize,2FMTK3J97FBB41382,Ford:Edge:SEL,Gasoline,Used,Oxford White,shopping
1531,53180,2023,Mercedes-Benz:Metris:Base:2023,Metris,,,national,53180,,Base,RWD,Mercedes-Benz of Chicago,60642,5,Mercedes-Benz,Passenger Van,van_fullsize,W1WV0FEY4P4332375,Mercedes-Benz:Metris:Base,Gasoline,New,Obsidian Black,shopping
1532,34789,2024,Hyundai:Tucson Hybrid:Blue:2024,Tucson Hybrid,,,national,34789,,Blue,All-wheel Drive,Napleton Downtown Chevrolet Buick GMC,60616,10,Hyundai,SUV,hybrid_suv,KM8JBCD17RU195311,Hyundai:Tucson Hybrid:Blue,Hybrid,New,Deep Sea,shopping
1533,53486,2023,Mercedes-Benz:Metris:Base:2023,Metris,,,national,53486,,Base,RWD,Mercedes-Benz of Chicago,60642,5,Mercedes-Benz,Passenger Van,van_fullsize,W1WV0FEY9P4339211,Mercedes-Benz:Metris:Base,Gasoline,New,Pebble Grey,shopping
1534,0,2021,Ford:F-150:XLT:2021,F-150,,Black/Medium Dark Slate,national,36571,,XLT,Four-wheel Drive,Tasca Chevrolet Wheeling,60090,21031,Ford,Pickup Truck,truck_fullsize,1FTFW1E81MFA62054,Ford:F-150:XLT,Gasoline,Used,Velocity Blue Metallic,shopping
1535,0,2019,RAM:ProMaster 1500:Base:2019,ProMaster 1500,,GRAY,national,23995,,Base,Front-wheel Drive,Conway Imports,60107,91855,RAM,Cargo Van,van_fullsize,3C6TRVBG1KE547533,RAM:ProMaster 1500:Base,Gasoline,Used,WHITE,shopping
1536,0,2014,Kia:Optima:EX:2014,Optima,,Beige,national,8995,,EX,Front-wheel Drive,Schererville Auto Sales,46375,111889,Kia,Sedan,sedan_midsize,5XXGN4A76EG304748,Kia:Optima:EX,Gasoline,Used,Metal Bronze,shopping
1537,0,2018,Volkswagen:Atlas:3.6L SE:2018,Atlas,,Titan Black,national,17995,,3.6L SE,All-wheel Drive,Ali Luxury Motors,60026,95666,Volkswagen,SUV,crossover_midsize,1V2KR2CA6JC531927,Volkswagen:Atlas:3.6L SE,Gasoline,Used,Pure White,shopping
1538,21913,2021,Chevrolet:Equinox:1LT:2021,Equinox,,Jet Black,national,16693,,1LT,Front-wheel Drive,Napleton Lincoln of Glenview,60025,59602,Chevrolet,SUV,crossover_midsize,2GNAXKEV3M6162502,Chevrolet:Equinox:1LT,Gasoline,Used,Silver Ice Metallic,shopping
1539,23685,2024,Hyundai:Venue:SEL:2024,Venue,,Black,national,23685,,SEL,Front-wheel Drive,Castle Hyundai Downers Grove,60515,0,Hyundai,SUV,crossover_compact,KMHRC8A32RU299160,Hyundai:Venue:SEL,Gasoline,New,Green Apple,shopping
1540,31495,2020,Ford:F-150:XLT:2020,F-150,,Medium Earth Gray,national,29195,,XLT,Four-wheel Drive,Napleton Lincoln Blue Island,60406,40561,Ford,Pickup Truck,truck_fullsize,1FTFX1E48LKD99644,Ford:F-150:XLT,Gasoline,Used,Oxford White,shopping
1541,,2023,Ford:F-150:XLT:2023,F-150,,Black / Slate Gray,national,63797,,XLT,Four-wheel Drive,Jaguar Land Rover Hinsdale,60521,11910,Ford,Pickup Truck,truck_fullsize,1FTFW1ED3PFA04299,Ford:F-150:XLT,Hybrid,Used,Avalanche Gray,shopping
1542,,2016,Dodge:Dart:SE:2016,Dart,,Black,national,10750,,SE,Front-wheel Drive,Volkswagen of Downtown Chicago,60610,73012,Dodge,Sedan,sedan_compact,1C3CDFAA7GD656926,Dodge:Dart:SE,Gasoline,Used,Pitch Black Clearcoat,shopping
1543,0,2019,Nissan:NV Cargo NV1500:SV V6:2019,NV Cargo NV1500,,Gray,national,20850,,SV V6,Rear-wheel Drive,Grand Lux Auto,60639,94102,Nissan,Cargo Van,van_fullsize,1N6BF0KM6KN802398,Nissan:NV Cargo NV1500:SV V6,Gasoline,Used,White,shopping
1544,0,2023,Chevrolet:Equinox:1LT:2023,Equinox,,Medium Ash Gray,national,22478,,1LT,Front-wheel Drive,Countryside Mitsubishi,60525,14729,Chevrolet,SUV,crossover_midsize,3GNAXKEG5PL244233,Chevrolet:Equinox:1LT,Gasoline,Used,Mosaic Black Metallic,shopping
1545,49420,2020,Land Rover:Discovery Sport:R-Dynamic SE:2020,Discovery Sport,,Light Oyster / Ebony,national,29595,,R-Dynamic SE,Four-wheel Drive,Auto&#39;s of Chicago,60515,36198,Land Rover,SUV,luxurysuv_crossover,SALCL2FX4LH834503,Land Rover:Discovery Sport:R-Dynamic SE,Gasoline,Used,Fuji White,shopping
1546,0,2021,Volkswagen:Atlas:3.6L SEL Premium:2021,Atlas,,Titan Black w/Quartzite,national,35829,,3.6L SEL Premium,All-wheel Drive,Gravity Autos Chicago,60035,15778,Volkswagen,SUV,crossover_midsize,1V2TR2CA2MC592684,Volkswagen:Atlas:3.6L SEL Premium,Gasoline,Used,Deep Black Pearl,shopping
1547,0,2022,Chevrolet:Malibu:FWD RS:2022,Malibu,,Jet Black,national,21639,,FWD RS,Front-wheel Drive,Larry Roesch Dodge Chrysler Jeep RAM,60126,27473,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST9NF212545,Chevrolet:Malibu:FWD RS,Gasoline,Used,Dark Ash Metallic,shopping
1548,0,2020,Ford:F-150:XLT:2020,F-150,,BLACK SPECIAL 40/CONSOLE/40,national,34490,,XLT,Four-wheel Drive,Toyota on Edens,60062,56987,Ford,Pickup Truck,truck_fullsize,1FTEW1E46LFA09681,Ford:F-150:XLT,Gasoline,Used,LEAD FOOT,shopping
1549,0,2015,Audi:A6:3.0T Premium Plus:2015,A6,,Black,national,18985,,3.0T Premium Plus,All-wheel Drive,Alpha Luxury Motors,60515,68220,Audi,Sedan,luxurypassenger_plus,WAUFGAFC4FN027787,Audi:A6:3.0T Premium Plus,Gasoline,Used,Brilliant Black,shopping
1550,,2018,Cadillac:XT5:Luxury:2018,XT5,,Cirrus,national,23991,,Luxury,Front-wheel Drive,Laurel BMW of Westmont,60559,20786,Cadillac,SUV,luxurysuv_crossover,1GYKNCRS4JZ208714,Cadillac:XT5:Luxury,Gasoline,Used,Red Passion Tintcoat,shopping
1551,,2021,Toyota:RAV4:XLE Premium:2021,RAV4,,Black,national,30400,,XLE Premium,All-wheel Drive,Audi Orland Park,60477,23482,Toyota,SUV,crossover_compact,2T3A1RFVXMW245897,Toyota:RAV4:XLE Premium,Gasoline,Used,Blizzard Pearl,shopping
1552,,2021,Ford:Edge:ST-Line:2021,Edge,,Ebony,national,26486,,ST-Line,All-wheel Drive,Sutton Ford,60443,45811,Ford,SUV,crossover_midsize,2FMPK4J95MBA33573,Ford:Edge:ST-Line,Gasoline,Used,Lithium Gray,shopping
1553,42411,2024,Kia:Sportage Plug-In Hybrid:X-Line:2024,Sportage Plug-In Hybrid,,Black,national,40490,,X-Line,All-wheel Drive,Thomas Kia of Highland,46322,7,Kia,SUV,hybrid_suv,KNDPYDDHXR7138552,Kia:Sportage Plug-In Hybrid:X-Line,Hybrid,New,Jungle Green,shopping
1554,0,2022,BMW:X2:xDrive28i:2022,X2,,Black,national,27934,,xDrive28i,All-wheel Drive,Zeigler Pre-Owned of Chicago,60402,43139,BMW,SUV,luxurysuv_crossover,WBXYJ1C00N5U32456,BMW:X2:xDrive28i,Gasoline,Used,Mineral Grey Metallic,shopping
1555,,2016,Ford:Edge:SEL:2016,Edge,,Ebony,national,13500,,SEL,All-wheel Drive,DuPage CDJR,60139,97963,Ford,SUV,crossover_midsize,2FMPK4J92GBB56994,Ford:Edge:SEL,Gasoline,Used,Red,shopping
1556,0,2023,Honda:Accord:Sport 1.5T:2023,Accord,,Black,national,31000,,Sport 1.5T,Front-wheel Drive,Roesch Ford,60106,21686,Honda,Sedan,sedan_midsize,1HGCY2F74PA018691,Honda:Accord:Sport 1.5T,Gasoline,Used,Radiant Red Metallic,shopping
1557,28450,2024,Nissan:Sentra:SR:2024,Sentra,,Sport,national,27149,,SR,Front-wheel Drive,Zeigler Nissan of Orland Park,60462,4,Nissan,Sedan,sedan_compact,3N1AB8DV6RY320576,Nissan:Sentra:SR,Gasoline,New,Scarlet Ember,shopping
1558,28522,2020,Ford:Escape:SE Sport Hybrid:2020,Escape,,Ebony,national,23356,,SE Sport Hybrid,All-wheel Drive,Oak Lawn Toyota,60453,29253,Ford,SUV,crossover_compact,1FMCU9BZ4LUB59971,Ford:Escape:SE Sport Hybrid,Hybrid,Used,Ingot Silver,shopping
1559,64895,2024,BMW:530:i xDrive:2024,530,,Black,national,,,i xDrive,All-wheel Drive,BMW of Schererville,46375,5,BMW,Sedan,luxurypassenger_plus,WBA53FJ08RCR89432,BMW:530:i xDrive,Gasoline,New,Black Sapphire Metallic,shopping
1560,,2023,Toyota:Corolla Cross:XLE:2023,Corolla Cross,,Black,national,27923,,XLE,Front-wheel Drive,Napleton&#39;s Oak Lawn Mazda,60453,1026,Toyota,SUV,crossover_compact,7MUEAAAG7PV053375,Toyota:Corolla Cross:XLE,Gasoline,Used,Red,shopping
1561,,2014,Ford:Explorer:XLT:2014,Explorer,,Black,national,17795,,XLT,Four-wheel Drive,DriveTime of South Chicago,60445,106529,Ford,SUV,suv_midsize,1FM5K8D82EGA09534,Ford:Explorer:XLT,Gasoline,Used,Black,shopping
1562,,2018,Ford:F-150:XLT:2018,F-150,,Medium Earth Gray,national,23995,,XLT,Four-wheel Drive,Highline Auto Sales,60527,86756,Ford,Pickup Truck,truck_fullsize,1FTEW1EPXJFE18497,Ford:F-150:XLT,Gasoline,Used,Stone Gray,shopping
1563,50735,2024,Dodge:Hornet:R/T Plus:2024,Hornet,,Black,national,40088,,R/T Plus,All-wheel Drive,South Oak Dodge Chrysler Jeep RAM,60443,10,Dodge,SUV,hybrid_suv,ZACPDFDW3R3A17393,Dodge:Hornet:R/T Plus,Hybrid,New,HOT TAMALE,shopping
1564,0,2020,Chevrolet:Equinox:LS:2020,Equinox,,Medium Ash Gray,national,18995,,LS,Front-wheel Drive,High Quality Auto Sales,60632,101612,Chevrolet,SUV,crossover_midsize,2GNAXFEV0L6236285,Chevrolet:Equinox:LS,Gasoline,Used,Nightfall Gray Metallic,shopping
1565,0,2015,BMW:435 Gran Coupe:i xDrive:2015,435 Gran Coupe,,Saddle Brown w/Exclusive Stitching,national,22990,,i xDrive,All-wheel Drive,Auto Gallery Chicago,60101,35464,BMW,Hatchback,luxurypassenger_standard,WBA4B3C5XFGV48816,BMW:435 Gran Coupe:i xDrive,Gasoline,Used,Jet Black,shopping
1566,0,2021,Volkswagen:Jetta:1.4T SE:2021,Jetta,,Titan Black,national,15295,,1.4T SE,Front-wheel Drive,Napleton&#39;s Arlington Heights Chrysler Dodge Jeep RAM,60004,60118,Volkswagen,Sedan,sedan_compact,3VWC57BU6MM035195,Volkswagen:Jetta:1.4T SE,Gasoline,Used,Black Uni,shopping
1567,53180,2023,Mercedes-Benz:Metris:Base:2023,Metris,,,national,53180,,Base,RWD,Mercedes-Benz of Chicago,60642,5,Mercedes-Benz,Passenger Van,van_fullsize,W1WV0FEY8P4342407,Mercedes-Benz:Metris:Base,Gasoline,New,Obsidian Black,shopping
1568,,2012,BMW:640:i:2012,640,,Black,national,24995,,i,Rear-wheel Drive,Auto Showcase of Carol Stream,60188,33492,BMW,Convertible,luxurypassenger_plus,WBALW7C57CC618444,BMW:640:i,Gasoline,Used,Black Sapphire Metallic,shopping
1569,0,2019,BMW:X7:xDrive40i:2019,X7,,Tan,national,51995,,xDrive40i,All-wheel Drive,Chi Town Motors,60445,44598,BMW,SUV,luxurysuv_crossover,5UXCW2C53KL089500,BMW:X7:xDrive40i,Gasoline,Used,Black,shopping
1570,,2021,Nissan:Versa:1.6 SV:2021,Versa,,Graphite,national,13495,,1.6 SV,Front-wheel Drive,Napleton Off Lease,60004,61540,Nissan,Sedan,sedan_compact,3N1CN8EV6ML866959,Nissan:Versa:1.6 SV,Gasoline,Used,Super Black Metallic,shopping
1571,35570,2024,Kia:Sportage:S:2024,Sportage,,Black,national,34741,,S,All-wheel Drive,International Kia,60487,15,Kia,SUV,crossover_compact,5XYK6CDF9RG196115,Kia:Sportage:S,Gasoline,New,Gravity Gray,shopping
1572,0,2021,Ford:Bronco Sport:Outer Banks:2021,Bronco Sport,,,national,28037,,Outer Banks,Four-wheel Drive,Zeigler Ford of North Riverside,60546,44018,Ford,SUV,crossover_compact,3FMCR9C66MRA02666,Ford:Bronco Sport:Outer Banks,Gasoline,Used,Blue,shopping
1573,41150,2024,Kia:Sportage:S:2024,Sportage,,Black,national,39750,,S,All-wheel Drive,International Kia,60487,9,Kia,SUV,crossover_compact,5XYK7CDF2RG193196,Kia:Sportage:S,Gasoline,New,Gravity Gray,shopping
1574,,2023,Ford:Edge:SEL:2023,Edge,,Ebony,national,29000,,SEL,All-wheel Drive,Land Rover Schaumburg,60194,5416,Ford,SUV,crossover_midsize,2FMPK4J94PBA36369,Ford:Edge:SEL,Gasoline,Used,Oxford White,shopping
1575,32974,2024,Toyota:Corolla Cross:XLE:2024,Corolla Cross,,Mocha,national,32474,,XLE,All-wheel Drive,Toyota On Western,60636,1,Toyota,SUV,crossover_compact,7MUDAABG1RV087650,Toyota:Corolla Cross:XLE,Gasoline,New,Sonic Silver,shopping
1576,37975,2024,Dodge:Hornet:GT:2024,Hornet,,Black,national,37475,,GT,All-wheel Drive,South Oak Dodge Chrysler Jeep RAM,60443,1,Dodge,SUV,hybrid_suv,ZACNDFAN4R3A37297,Dodge:Hornet:GT,Gasoline,New,Gray,shopping
1577,0,2021,Volkswagen:Jetta:1.4T SE:2021,Jetta,,Titan Black,national,15295,,1.4T SE,Front-wheel Drive,Napleton&#39;s Arlington Heights Chrysler Dodge Jeep RAM,60004,69970,Volkswagen,Sedan,sedan_compact,3VWC57BU2MM006874,Volkswagen:Jetta:1.4T SE,Gasoline,Used,Pyrite Silver Metallic,shopping
